Contract ID,Action Obligation ($),Date Signed,Contracting Agency ID,PSC,NAICS,Region,Business Entity ID
AG4756C090026,1079500,2009-08-18,12C2,Y119,236220,Southeast,WGHMSAC7JUM5
AG5114C090036,122300,2009-08-26,12H2,Z299,236220,Midwest,X1LNNDQNMGC5
AG569RC090030,647200,2009-08-24,12C2,Y111,236220,Midwest,H8KMD811NZE3
AG6395C090118,4875,2009-08-06,12K3,Y142,236220,Northeast,XS4WQPQQRMP7
AG82X9C090186,6085,2009-08-05,12C2,Z119,236220,West,U6K1XBT7FLE8
AG82X9C090249,438522,2009-09-01,12C2,Y159,236220,West,LX8FULLP4KN5
AG94TZC090041,131400,2009-08-22,12C2,Y111,236220,West,XENFBZEQJWK8
AG95CVC090005,681217,2009-08-10,12H2,Y199,236220,West,L77GTD52MAJ5
AG9A28C090044,315900,2009-08-26,12C2,Y162,236220,West,EDJTXMA57UM6
AG9A63C090066,125900,2009-08-13,12C2,N054,236220,West,KJCLHD9ZRZ71
DEAC7509SW90579,174727,2009-08-27,8900,9999,236220,Southwest,WC7YV2FLQEK5
DJBP0700COBOI2D20017,16565,2009-08-20,1540,R699,236220,Southeast,VXRWPL1FZB47
DJBP0700COBOJ2D20002,7975,2009-08-20,1540,R699,236220,Southeast,VXRWPL1FZB47
DOCSB134109CN0092,12548,2009-08-03,1341,Z111,236220,West,KHL5KHP4V3R9
DTFAAC09C00041,626676,2009-08-26,6920,Z121,236220,Southwest,NK7DHYALXVQ3
DTFAAC09C00042,142867,2009-09-01,6920,Z121,236220,Southwest,T73MJ3CQN436
DTFACE09C00088,125200,2009-08-21,6920,P400,236220,West,X5E3CJ78VKV9
DTFAEA09C00206,49200,2009-08-03,6920,AD61,236220,Northeast,GZPNJNEU9EB8
DTFAEA09C00228,40000,2009-08-18,6920,Z123,236220,Northeast,YATVG8LXF653
DTFAGL09C00241,371500,2009-08-21,6920,Z111,236220,Midwest,ZZJ7GPGKNTA4
DTFAGL09C00303,79500,2009-08-19,6920,Z121,236220,Midwest,ERRQBGJLAJJ7
DTFAGL09C00304,69101,2009-08-14,6920,Z121,236220,Midwest,EWRCLQTX71V7
DTFANE09C00084,202840,2009-08-14,6920,Y124,236220,Northeast,DZYHKSLCJB25
DTFANM09C00095,141500,2009-08-12,6920,3960,236220,West,CWVJEB454CR7
DTFANM09C00103,40700,2009-09-01,6920,Y111,236220,West,CWVJEB454CR7
DTFASO09C00258,76620,2009-08-19,6920,Z121,236220,Southeast,UGZTJAJHGMM1
DTFAWP09C00088,100535,2009-08-17,6920,Z124,236220,West,XBYQLLJVCFJ5
DTFAWP09C00089,243333,2009-08-17,6920,AD64,236220,Southeast,CJYHH7954PN7
DTFAWP09C00091,89875,2009-08-20,6920,Z121,236220,West,GNLJQ8XJRD57
F09CC00397,217700,2009-08-31,3300,Z191,236220,Southeast,LDJ7E26CSWN1
FA465909CC001,718700,2009-08-14,5700,Z249,236220,Midwest,EXLSEY75LQ55
FA468609C0029,3452512,2009-08-13,5700,Z163,236220,West,HJJKPJHZQUB3
FA485509C0021,3386359,2009-08-06,5700,Z119,236220,Southwest,VSCPNC8DHPM5
FA487709CC003,2999875,2009-08-07,5700,Z242,236220,West,MC6NZVFUVLZ2
FA488709C0039,288399,2009-08-06,5700,Z199,236220,Southwest,UFZYFBT7YK51
FA704609C0004,5535,2009-08-26,5700,Z119,236220,Southwest,X5KXH8GK3LE9
GS01P09NLC0053,14041,2009-08-21,4740,Z111,236220,Northeast,CJK3ZMRNN2B8
GS03P09AZC0043,125017,2009-08-11,4740,Z111,236220,Northeast,NALLBVL1HRM4
GS03P09CDC0010,1835000,2009-08-27,4740,Z111,236220,Northeast,LALFKXYL3GL3
GS03P09CDC0043,1680095,2009-08-12,4740,Z111,236220,Northeast,LALFKXYL3GL3
GS03P09DXC0036,217395,2009-08-24,4740,Z111,236220,Southeast,JC2LLTBS12B1
GS03P09DXC0038,314800,2009-08-25,4740,Z111,236220,Southeast,F8ZJLDD8TB14
GS03P09DXC0047,20383,2009-08-31,4740,Z111,236220,West,NUSXWN6MXGL7
GS03P09QBC0044,226422,2009-08-21,4740,Z111,236220,Southeast,UKPLW845ADF9
GS03P09QFP0059,9615,2009-08-12,4740,Z300,236220,Northeast,G17WRLYWE8M4
GS03P09QMC0065,380435,2009-08-21,4740,Z111,236220,Southeast,JC2LLTBS12B1
GS03P09QPP0047,73381,2009-08-05,4740,Z111,236220,Southeast,TWBUHJW83E77
GS03P09QPP0048,7877,2009-08-13,4740,Z111,236220,Southeast,JH8BDPD1DG47
GS03P09QPP0049,7401,2009-09-01,4740,Z111,236220,Southeast,JH8BDPD1DG47
GS04P09RAC0100,3441,2009-08-26,4740,Z111,236220,Southeast,NZ4KXPX3QQF7
GS04P09RAC0100A,3441,2009-08-26,4740,Z111,236220,Southeast,NZ4KXPX3QQF7
GS05P09FBC0047,403500,2009-08-27,4740,Z111,236220,Midwest,LLU4JWAL6828
GS05P09FBC0049,407000,2009-08-24,4740,Z111,236220,Midwest,KTTBMKCEB2M6
GS05P09GBC0016,3555400,2009-08-05,4740,Z111,236220,Midwest,GYGPWEKAYMB9
GS05P09GCC0007,853152,2009-08-25,4740,Y299,236220,Midwest,MS3FR8GNZH43
GS05P09GCC0008,1105690,2009-08-05,4740,Y299,236220,Midwest,H8KMD811NZE3
GS05P09SLC0030,292638,2009-08-05,4740,Z111,236220,Southeast,VQSDQ3V7JHF9
GS05P09SLC0036,333513,2009-08-19,4740,Z111,236220,Midwest,DRLTAXYFZBK8
GS05P09SLC0041,180132,2009-08-26,4740,Z111,236220,Midwest,DRLTAXYFZBK8
GS06P09THC0026,17975,2009-08-06,4740,X111,236220,Midwest,JE7BK42EA2S9
GS06P09TKC0022,5556,2009-08-20,4740,Z111,236220,Midwest,YLMKJ5DP96K3
GS06P09TKC0023,3820,2009-08-21,4740,Z111,236220,Midwest,YLMKJ5DP96K3
GS07P09UAC0063,1787000,2009-08-05,4740,Y111,236220,Southwest,WB1KNAULH895
GS07P09UKM0116,10808,2009-08-27,4740,Y111,236220,Southwest,QK9LDH1TBUY4
GS07P09UKP0098,10168,2009-08-14,4740,Y111,236220,Southwest,E6KKL4NJLNG7
GS07P09UKP0100,2160,2009-08-12,4740,Y111,236220,Southwest,PU5SQJJPE383
GS07P09UTC0021,218557,2009-08-13,4740,Y111,236220,Northeast,EM9HJCTBHKK3
GS07P09UTC0023,12500,2009-08-18,4740,Y111,236220,Southwest,JVC8LSNKKTA3
GS08P09JAC0073,716818,2009-08-31,4740,Z111,236220,West,T29KPANQL3H2
GS08P09JFC0014,1440199,2009-08-27,4740,Z111,236220,West,EGZAXGX77CJ7
GS08P09VEP0035,54975,2009-08-14,4740,Z111,236220,West,SR9NZW81QPH6
GS08P09VPC0016,8745,2009-08-06,4740,Z111,236220,West,EDWZDPX8KZ23
GS08P09VPC0018,19845,2009-08-28,4740,Z111,236220,West,EDWZDPX8KZ23
GS09P09KLC0012,192000,2009-08-21,4740,Z111,236220,West,F3QDAH132RF2
GS09P09KLC0013,540337,2009-08-27,4740,Z111,236220,West,CJJFBGYYEJW5
GS09P09KTC0064,5750914,2009-08-31,4740,R499,236220,West,EK38PN18SA81
GS09P09KZC0026,99187,2009-08-11,4740,Z111,236220,West,Y5MKPBH47154
GS09P09KZC0027,18630,2009-08-14,4740,Z111,236220,West,ZUMBU6EJL5N5
GS09P09WFC0049,26600,2009-08-18,4740,Z111,236220,West,Y5MKPBH47154
GS09P09WKC0021,30120,2009-08-12,4740,Z111,236220,West,FGTMAYVAHLT3
GS09P09WLC0015,26603,2009-08-21,4740,Z111,236220,West,MDFDNMP8B6U3
GS09P09WLC0020,15336,2009-08-12,4740,Z111,236220,West,GZZPUNH2HMM9
GS09P09WLC0021,3047,2009-08-04,4740,Z111,236220,West,FGTMAYVAHLT3
GS09P09WLC0022,62908,2009-09-01,4740,Z111,236220,West,G6R1GSKYULJ5
GS09P09WMC0022,19215,2009-08-05,4740,Z192,236220,Southwest,KWVXHK1G23C7
GS09P09WRC0025,29900,2009-08-21,4740,Z111,236220,West,XBYQLLJVCFJ5
GS09P09WRC0029,92739,2009-08-06,4740,Z111,236220,West,EMVWFLVNM2C7
GS09P09WRC0030,6540,2009-08-18,4740,Z111,236220,West,J4XCPRYCBF86
GS09P09WRC0033,90306,2009-08-07,4740,Z111,236220,West,X9GPP4H2LFF2
GS09P09WRC0034,25261,2009-08-24,4740,Z111,236220,West,WLW8E9MSWY43
GS09P09WRC0035,15146,2009-08-24,4740,Z111,236220,West,WLW8E9MSWY43
GS09P09WRC0036,15146,2009-08-24,4740,Z111,236220,West,WLW8E9MSWY43
GS09P09WRC0037,25150,2009-08-31,4740,Z111,236220,West,WLW8E9MSWY43
GS09P09WRC0038,48370,2009-08-31,4740,Z111,236220,West,GNLJQ8XJRD57
GS10P09XFC0025,1883255,2009-08-21,4740,Y111,236220,West,K5BEUJL83NZ3
GS11P09MAC0313,77684,2009-08-20,4740,Y111,236220,Southeast,J7KZKS2H9DL7
GS11P09MAM0211,34800,2009-08-04,4740,Y111,236220,Southeast,PD4JMJUJ2XU3
GS11P09MAM0287,14846,2009-08-18,4740,Y111,236220,Southeast,CVZLC3PKNDN3
GS11P09MAM0295,6930,2009-08-27,4740,Y111,236220,Southeast,LUTUXVEC2UK8
GS11P09MAM0298,3600,2009-08-07,4740,Y111,236220,Southeast,KM1KVDZ8JUF9
GS11P09MAM0299,44979,2009-08-31,4740,Y111,236220,Southeast,XDMPNN7E1Z99
GS11P09MAM0304,3450,2009-08-20,4740,S214,236220,Southeast,N5S2UQEWU8J9
GS11P09MKC0051,162184000,2009-08-14,4740,Y111,236220,Southeast,SZDJGDVDZGH3
GS11P09MKC0114,121000,2009-08-14,4740,Z111,236220,Southeast,L5RYERMSYGR8
GS11P09NWC0085,331402,2009-08-18,4740,Z111,236220,Southeast,RMNMDEEMALP5
GS11P09NWC0107,864000,2009-08-27,4740,Z111,236220,Southeast,LA2AEB68LK16
GS11P09NWC0120,846518,2009-08-31,4740,Z111,236220,Southeast,XDMPNN7E1Z99
GS11P09YEC0167,975000,2009-08-20,4740,Y111,236220,Southeast,CTN6BNFX85D5
GS11P09YEC0181,339682,2009-08-16,4740,Z111,236220,Southeast,UJJZKMAZJNJ7
GS11P09YEC0183,72863,2009-08-06,4740,Z111,236220,Southeast,UJJZKMAZJNJ7
GS11P09YEC0195,497131,2009-08-21,4740,Z111,236220,Southeast,EL9XT4Q65F16
GS11P09YEC0204,8836,2009-08-06,4740,Z111,236220,Southeast,JR6QVTXESKA9
GS11P09YEC0206,13584,2009-08-11,4740,Z111,236220,Southeast,PLGDAZJTSU69
GS11P09YEC0211,2544,2009-08-18,4740,Z111,236220,Northeast,DBHKV1E7N6H6
GS11P09YEC0212,216585,2009-08-19,4740,Z111,236220,Southeast,MLJ5JRJ9UPM6
GS11P09YEC0213,39805,2009-08-19,4740,Z154,236220,Southeast,JZ1JNHEJJ147
GS11P09YEC0218,4856,2009-08-21,4740,Z111,236220,Southeast,MM8LPN2UCFX8
GS11P09YEC0224,503,2009-08-31,4740,Z111,236220,Southeast,PDV2N4LME4G4
GS11P09YEC0225,4963,2009-09-01,4740,Z111,236220,Southeast,JR6QVTXESKA9
GS11P09YEC0227,11150,2009-08-31,4740,Z111,236220,Southeast,ZUE6HLLJUH83
GS11P09YEC0229,17223,2009-09-01,4740,Y111,236220,Southeast,JR6QVTXESKA9
GS11P09YTC0399,884515,2009-08-04,4740,Z111,236220,Southeast,SWGDQMY7PQ38
GS11P09YTC0409,10771,2009-08-11,4740,Z111,236220,Southeast,E9DZZ985K5E3
GS11P09YTC0414,12762,2009-08-12,4740,Z111,236220,Southeast,JP9BWHDAVA24
GS11P09YTC0424,7272,2009-08-18,4740,AD61,236220,Southeast,P1KKSLMESXG1
GS11P09YTC0426,20768,2009-08-19,4740,Z111,236220,Southeast,XDMPNN7E1Z99
GS11P09YTC0432,18447,2009-08-27,4740,AD61,236220,Southeast,LDDWKMG9KMM7
GS11P09YTC0435,36613,2009-08-28,4740,Z111,236220,Southeast,JR6QVTXESKA9
GS11P09YTC0440,36613,2009-08-28,4740,Z111,236220,Southeast,JR6QVTXESKA9
GS11P09YTC0444,10500,2009-08-31,4740,Z111,236220,Southeast,N5S2UQEWU8J9
GS11P09YTC0445,227671,2009-09-01,4740,Z111,236220,Southeast,LHYHU8JCAZ53
GS11P09YTC0446,83750,2009-09-01,4740,Z111,236220,Southeast,SPR4EU9919P9
GS11P09YTC0447,19336,2009-09-01,4740,Z111,236220,Southeast,PDV2N4LME4G4
GS11P09YTC0448,39116,2009-08-31,4740,Z111,236220,Southeast,LHYHU8JCAZ53
GS11P09YTC0453,22590,2009-08-31,4740,AD51,236220,Southeast,LHYHU8JCAZ53
GS11P09YTC0455,67271,2009-09-01,4740,Z111,236220,Southeast,FDGBG1T524E1
GS11P09YTC0456,1192054,2009-09-01,4740,Z111,236220,Southeast,GQK3TSVH3CL1
GS11P09YTC0457,403886,2009-09-01,4740,Z111,236220,Southeast,LXC6T8UQ56M9
GS11P09YTC0458,491217,2009-09-01,4740,Z111,236220,Southeast,CKYLMFTCHF65
GS11P09YTC0460,1197115,2009-09-01,4740,Z111,236220,Southeast,MM8LPN2UCFX8
GS11P09YTC0477,1192054,2009-09-01,4740,Z111,236220,Southeast,GQK3TSVH3CL1
GS11P09ZGC0244,1608780,2009-08-04,4740,Z111,236220,Southeast,L2NTWJMGFM81
HHSD200200931104C,2987981,2009-08-04,7523,Y119,236220,Southeast,NG7SGBM1YSZ4
HHSI102200900010C,90490505,2009-08-19,7527,Y141,236220,West,V21VHKFZ7K88
HHSN292200900025C,31003,2009-08-12,7529,C219,236220,Southeast,YVMBYACMNKU1
HSBP1109C02316,385716,2009-08-26,7014,5680,236220,Midwest,DMG2MMNMUK46
HSCG2409C1SADC2,19745,2009-08-19,7008,Z161,236220,Northeast,C3H5WTG8NFQ5
HSCG2809C3X3870,45835,2009-08-28,7008,C112,236220,Southeast,FFK3DR8Z71P7
HSCG2809C7AAAF9,12281,2009-08-25,7008,Z119,236220,Southeast,YKN3P37KDMN9
HSCG2809C7AAAM0,38110,2009-08-28,7008,Z119,236220,Southeast,FFK3DR8Z71P7
HSCG8209C3WCA25,237972,2009-08-26,7008,Z119,236220,Southeast,CDVAYQA2C6N1
HSCG8309C3WN035,145810,2009-08-03,7008,Z199,236220,Northeast,MEX9FCDC8H17
HSCG8309C3YD105,619896,2009-08-05,7008,Z111,236220,Southeast,EL9XT4Q65F16
HSCG8309N3YD118,65175,2009-08-06,7008,Z119,236220,Southeast,KM1KVDZ8JUF9
HSCG8609C633101,698000,2009-08-11,7008,Z199,236220,West,RPBJNXRKE1E9
HSCGG109C3WK137,117375,2009-08-03,7008,Z299,236220,Northeast,M3N1GJC7BUU6
INL09PC00141,154855,2009-08-21,1422,Y199,236220,Southwest,KJLTLNEV5E11
INL09PC00196,1744334,2009-09-01,1422,Y111,236220,West,DYRDRMP3K9U5
INPC1435090060,1135401,2009-08-24,1443,Z119,236220,West,KGKAW4BE44C9
INPC1955090005,973054,2009-08-03,1443,Z199,236220,Northeast,LUCQK3QWRAM5
INPC2011090122,512026,2009-08-13,1443,Z152,236220,Southeast,EDWCLU2ULS31
INPC2011090539,2692000,2009-09-01,1443,Y119,236220,Southwest,EN96ZR4NWWL6
INPC2011090666,2114861,2009-08-26,1443,Y169,236220,West,VK6FWJGEF3N3
INPC8132090017,803757,2009-08-12,1443,Z119,236220,West,F7ABXJ6V5514
JFKC09D0000202,4792,2009-08-05,3352,F015,236220,Southeast,VW4LAJE9RWG8
N4008009C0018,180995000,2009-08-26,1700,Y199,236220,Southeast,VEP4UN7LDMK5
N4008009C0528,741000,2009-08-31,1700,Z139,236220,Southeast,CX7DE74VGGK7
N4008009C1036,1457121,2009-08-17,1700,Z199,236220,Southeast,CEHNA6XZU795
N4008009C1505,295129,2009-08-14,1700,Y119,236220,Southeast,TALCYVG8GB25
N4008009C2023,21122,2009-08-10,1700,Y199,236220,Southeast,U7LLVBW1A646
N4008009C3017,1093286,2009-08-18,1700,P400,236220,Southeast,HMRMC9VEM669
N4008009C4465,2996538,2009-08-18,1700,Y119,236220,Southeast,CX7DE74VGGK7
N4008009C4469,1087379,2009-08-20,1700,Y119,236220,Southeast,TALCYVG8GB25
N4008309C0004,2572338,2009-08-31,1700,Z119,236220,Midwest,MDVAUM7WJLD3
N4008509C3209,13385855,2009-08-27,1700,Y139,236220,Southeast,UY7FJ8XW87P4
N4008509C5090,26615000,2009-08-21,1700,Y119,236220,Southeast,MGLYC7Q4PHW1
N4008509C5093,11599400,2009-08-28,1700,Y119,236220,Southeast,SZKNP57U5UK3
N4008509C7001,7480059,2009-08-31,1700,Y199,236220,Northeast,MBRTHBJVFQD7
N4008509C7006,20194000,2009-08-21,1700,Y199,236220,Southeast,HH96JGLKBWZ2
N4008509C9412,1537000,2009-08-28,1700,Z111,236220,Northeast,CXUJGWBBW4V5
N4008509C9421,3887016,2009-08-31,1700,Z159,236220,Northeast,NALLBVL1HRM4
N6247309C0028,82542,2009-08-25,1700,Z199,236220,West,UD7NEZW7DAU3
N6247309C1205,56151954,2009-08-18,1700,Y163,236220,West,GMJPZCJDUG24
N6247309C1218,2464883,2009-08-25,1700,Z199,236220,West,HNFPFN7KV558
N6247309C1220,619472,2009-08-14,1700,Y199,236220,West,HNFPFN7KV558
N6247309C1222,619472,2009-08-14,1700,Y199,236220,West,HNFPFN7KV558
N6247309C1234,109578253,2009-08-14,1700,Y163,236220,West,N7L2MGWXMMS6
N6247309C1823,412207,2009-08-24,1700,Z199,236220,West,S1F4QN9HB2F7
N6247309C3435,132988,2009-08-27,1700,Z174,236220,West,ZSWAT1LQ6NF6
N6274209C1303,39784330,2009-08-17,1700,Y169,236220,West,J1P1SQSCUYK6
N6274209C6541,1701183,2009-08-04,1700,Y159,236220,West,KS1MJKNTGNE9
N6945009C0770,14453279,2009-08-28,1700,Y163,236220,Southeast,UN1JTRNNY2L1
N6945009C2306,629005,2009-09-01,1700,Z112,236220,Southeast,TR1AV9J17C93
N6945009C2562,3049030,2009-08-18,1700,Z111,236220,Southeast,JALLSJ9K5XQ8
N6945009C2571,1188000,2009-08-18,1700,Z111,236220,Southeast,JALLSJ9K5XQ8
N6945009C3106,2436998,2009-08-31,1700,Y300,236220,Southwest,NAV7T2BKQ4X3
N6945009C3125,91446,2009-08-13,1700,Z199,236220,Southwest,RMPFJ8U4CZK5
N6945009C3594,1946688,2009-08-19,1700,Z291,236220,Southeast,L34KL7NLGVS4
N6945009C4100,131646,2009-08-18,1700,Z222,236220,Southeast,GMQ4NNDM8FM8
N6945009C5084,363899,2009-08-07,1700,Z299,236220,Southeast,LH3SQNM5MC46
N6945009C6834,1740657,2009-08-31,1700,Z119,236220,Southwest,GUP5U28QJNN7
NGA04056DGF00708,3147,2009-08-28,3355,Z191,236220,Southeast,ZSVKYQ8J9QM3
NND09AD29C,5866000,2009-08-27,8000,Y111,236220,Southwest,SJLFSX6YPEE7
NNJ09JA22C,2830879,2009-08-07,8000,Z111,236220,Southwest,FMC9NMDT1WY9
NNJ09JA24C,774099,2009-08-12,8000,Z111,236220,Southwest,JK6LQ2ZVUYR3
NNK09CA52C,1696340,2009-08-26,8000,Y159,236220,Southeast,LL1UFXPKHT37
SAQMMA09C0016,110141403,2009-08-26,1900,Y111,236220,Southeast,SRD8XK49KFY3
SAQMMA09C0202,53641615,2009-08-20,1900,Y111,236220,Southeast,LN9PU5M2YZN5
SCS80009C0016,46786,2009-08-13,1900,Z154,236220,Southeast,LN9PU5M2YZN5
SP330009C0027,159373,2009-08-06,97AS,Z179,236220,Northeast,TMPGVHGJJMV3
SP330009C0031,83451,2009-08-28,97AS,Z111,236220,Northeast,FXJ8CJTNULQ3
SRB1009C1005,15200,2009-08-25,1900,Y111,236220,Southeast,LN9PU5M2YZN5
TOS09034,9534,2009-08-05,2001,Z119,236220,Southeast,NLLKV94M2BP3
TOS09035,112716,2009-08-21,2001,Z119,236220,Southeast,VERJKJBMFNR4
VA101CFMC0050,72587000,2009-08-12,3600,Y111,236220,Midwest,SZDJGDVDZGH3
VA101CFMC0137,0,2009-08-13,3600,Y141,236220,Southeast,NLLKV94M2BP3
VA241C1244,207950,2009-08-11,3600,Z141,236220,Northeast,CXK4W1G8G7T5
VA241C1321,2558000,2009-08-18,3600,Y142,236220,Northeast,NTJ7UKAYJXD5
VA241C1325,59747,2009-08-27,3600,Z141,236220,Northeast,X3TQE41XJCA6
VA243C0632,35000,2009-08-06,3600,Y111,236220,Northeast,LQ7BY5LJSCR1
VA244C0991,338998,2009-08-04,3600,Z141,236220,West,KXGTQ3BY1XB8
VA244C0996,6480,2009-08-14,3600,Z141,236220,Southeast,E36XD6KU5263
VA244C1004,48124,2009-08-26,3600,Y111,236220,Northeast,FXJ8CJTNULQ3
VA244C1006,9968,2009-09-01,3600,Z141,236220,Southeast,E36XD6KU5263
VA244RA0957,187048,2009-08-06,3600,Z141,236220,Southeast,HLQ5SUTGYG49
VA244RA0980,1673150,2009-08-04,3600,Z141,236220,Midwest,RSUZTCPDU9B3
VA244RA0997,1437428,2009-08-04,3600,Z141,236220,Southeast,HLQ5SUTGYG49
VA245C0377,293884,2009-08-26,3600,Y164,236220,West,S4GAJ9JLVEY6
VA245C0382,78226,2009-08-27,3600,Z141,236220,Southeast,M5ZMJYHBNJ61
VA245C0394,3474000,2009-08-31,3600,Y149,236220,Northeast,XHTDNA9DEAH7
VA245C0398,24808,2009-09-01,3600,Z149,236220,Southeast,MM8LPN2UCFX8
VA245RA0315,15532,2009-08-10,3600,Z149,236220,Southeast,MM8LPN2UCFX8
VA245RA0385,571901,2009-08-28,3600,Y149,236220,Southeast,E36XD6KU5263
VA245RA0389,112867,2009-08-31,3600,Y111,236220,West,S4GAJ9JLVEY6
VA246C0445,335442,2009-08-13,3600,Y149,236220,Southeast,ZHTJFAGTNJU8
VA246RA0328,314000,2009-08-27,3600,Z141,236220,Southeast,JH52YFL71EA3
VA246RA0329,487000,2009-08-27,3600,Z141,236220,Southeast,JH52YFL71EA3
VA246RA0330,624000,2009-08-27,3600,Z141,236220,Southeast,JH52YFL71EA3
VA246RA0430,995112,2009-08-28,3600,Z141,236220,Southeast,JKCUL2VDH1U1
VA246RA0435,1199507,2009-08-31,3600,Z141,236220,Southeast,GYH7J4GT55S5
VA246RA0460,549900,2009-08-20,3600,Z141,236220,Midwest,V9AXKY9KLVJ1
VA246RA0485,982028,2009-08-21,3600,Y149,236220,Southeast,JKCUL2VDH1U1
VA246RA0486,532850,2009-08-28,3600,Y149,236220,Southeast,DHFRAKPJX5J9
VA246RA0488,3210600,2009-08-31,3600,Y149,236220,Southeast,DHFRAKPJX5J9
VA246RA0490,2235500,2009-08-31,3600,Y149,236220,Southeast,DHFRAKPJX5J9
VA247C1019,44902,2009-08-27,3600,Y141,236220,Southeast,ZYC4YDTGFHW3
VA247C1027,1039000,2009-08-26,3600,Z141,236220,Southeast,XJD4UTJJLZL9
VA247C1047,60000,2009-08-14,3600,Y111,236220,Southeast,N7HBNJR44NN1
VA247RA1017,975000,2009-08-06,3600,Z141,236220,Southeast,PB87ZPNF1YU6
VA24809C1194,11303,2009-08-17,3600,Z141,236220,Southeast,FJHRPGJTTBH6
VA248C1165,29976,2009-08-12,3600,Z141,236220,Southeast,FJHRPGJTTBH6
VA248C1174,34850,2009-08-18,3600,Z119,236220,Southeast,KG8JU7LLKEJ4
VA248C1176,32500,2009-08-18,3600,Z119,236220,Southeast,KG8JU7LLKEJ4
VA248C1181,24995,2009-08-07,3600,Z127,236220,Southeast,FK1BNXNH5NS6
VA248C1185,21678,2009-08-05,3600,Z141,236220,Southeast,TWFMLMAEDHM3
VA248C1191,243665,2009-08-20,3600,Z141,236220,Southeast,JCUMH4FV7CS3
VA248C1192,40700,2009-08-18,3600,Z119,236220,Southeast,Z4VAPEHWL9X9
VA248C1195,204368,2009-08-19,3600,Z149,236220,Southeast,ZDXGW9E9UVD1
VA248C1197,161910,2009-08-28,3600,Z149,236220,Southeast,CLJME3ENNXM6
VA249C0837,95895,2009-08-24,3600,Y141,236220,Southeast,H61LKCMRF271
VA249RA0813,1018386,2009-08-03,3600,Y141,236220,Southeast,RBJKEJH2WDD3
VA249RA0842,499682,2009-08-31,3600,Z141,236220,Southeast,LKK5RJZKMTL4
VA250C0413,2086890,2009-08-13,3600,Y111,236220,Midwest,MPK9F1KCWCS6
VA250C0426,79227,2009-08-27,3600,Y141,236220,Southeast,HKZJSL7E9ZB3
VA250C0429,6586524,2009-08-25,3600,Y141,236220,Midwest,PC4TXL5UQQW3
VA250C0432,818609,2009-09-01,3600,Y141,236220,Midwest,LRFLXUJJ8UJ7
VA250RA0416,1987000,2009-08-04,3600,Z141,236220,Midwest,QR4NEDG58R88
VA250RA0420,1728000,2009-08-11,3600,Z141,236220,Midwest,M2N2JS3L5UW1
VA250RA0427,756277,2009-08-25,3600,Z141,236220,Southeast,HKZJSL7E9ZB3
VA251C0587,4270858,2009-08-20,3600,Z141,236220,Midwest,RSUZTCPDU9B3
VA251C0590,62780,2009-08-19,3600,Y111,236220,Midwest,PXTCMREKJ777
VA251C0593,896875,2009-08-19,3600,Z141,236220,Midwest,RSUZTCPDU9B3
VA255C1290,74313,2009-08-12,3600,Z141,236220,Midwest,MU7JCY7R23J8
VA255C1310,25000,2009-08-11,3600,Z141,236220,Midwest,ML4MAF4TK123
VA255C1320,2177409,2009-08-21,3600,Z141,236220,Midwest,H8KMD811NZE3
VA255C1325,97946,2009-08-16,3600,Z141,236220,Midwest,PAK1MKBDT4K9
VA255C1334,54879,2009-08-21,3600,Z141,236220,Midwest,ML4MAF4TK123
VA256C0649,1984999,2009-08-03,3600,Z141,236220,Southeast,YN8NXKHT1ME6
VA256C0678,87949,2009-08-12,3600,Y141,236220,Southeast,QZGMDLEMKB43
VA256C0681,79950,2009-08-27,3600,Y141,236220,Southeast,QZGMDLEMKB43
VA256C0682,45602,2009-08-27,3600,Y141,236220,Southeast,LHQGYCQEGCV1
VA256R0611,101502,2009-08-10,3600,Y111,236220,Southeast,PE85XFESVZU3
VA257C0374,124700,2009-08-12,3600,Y112,236220,Southwest,WB1KNAULH895
VA258C0285,387000,2009-08-19,3600,Z141,236220,West,DN6TFNNHU3B3
VA258C0288,1422410,2009-08-18,3600,Z141,236220,Southwest,UKZ7XGZPSSX4
VA258RA0285,387000,2009-08-24,3600,Z141,236220,West,DN6TFNNHU3B3
VA258RA0289,374085,2009-08-24,3600,Y141,236220,Southwest,K514LY25RBX5
VA259C0559,8074,2009-08-19,3600,Y142,236220,West,F7JVEZDEMLM1
VA259C0622,78632,2009-08-27,3600,Y141,236220,West,ZS9AHFELJTN7
VA260C0624,15068,2009-08-05,3600,Y111,236220,West,DGHXCRPG78J8
VA260C0655,309000,2009-08-25,3600,Z141,236220,West,YQKLNFR9N289
VA261C0688,864460,2009-08-10,3600,Z149,236220,West,N6F2MJSH4WM8
VA261RA0666,352051,2009-08-04,3600,Z149,236220,West,PSKGUS1DFHJ3
VA262C0575,1799741,2009-08-07,3600,Z141,236220,West,JX8HZ5S2L396
VA262C0632,988578,2009-08-11,3600,Z141,236220,West,CHHHTAY4LJH4
VA262C0646,525000,2009-08-28,3600,Z141,236220,West,YQKLNFR9N289
VA262C0650,147616,2009-08-18,3600,Z141,236220,Southwest,THJ1G2712KG1
VA262C0652,498950,2009-08-28,3600,Z141,236220,West,CHHHTAY4LJH4
VA263C0681,107300,2009-08-13,3600,Z141,236220,Midwest,GMFKAHKWRR49
VA263C0743,1912000,2009-08-12,3600,Z141,236220,Midwest,ZJE3GTWE6D36
