Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
DJB30803047,1540,Empty,Empty,Empty
33330223CF0010544,3300,Empty,Empty,Empty
W9128F20C0036,2100,Empty,Empty,Empty
N6833522C0253,1700,Empty,Empty,Empty
FA309905C0005,5700,Empty,Empty,Empty
FA286012C0023,5700,Empty,Empty,Empty
N4008517C9606,1700,Empty,Empty,Empty
FA282305C0019,5700,Empty,Empty,Empty
W911RZ06C0021,2100,Empty,Empty,Empty
N6274214C1300,1700,Empty,Empty,Empty
FA488724C0011,5700,Empty,Empty,Empty
N6945022C0051,1700,Empty,Empty,Empty
GS09P12NPC0025,4740,Empty,Empty,Empty
N3319110C1461,1700,Empty,Empty,Empty
140P6418C0030,1443,Empty,Empty,Empty
VA263C1323,3600,Empty,Empty,Empty
SP470519C0003,97AS,Empty,Empty,Empty
AG0489C090005,12C2,Empty,Empty,Empty
1605C322C0012,1605,Empty,Empty,Empty
W912L306C0007,2100,Empty,Empty,Empty
47PD0419C0012,4740,Empty,Empty,Empty
47PD0121C0003,4740,Empty,Empty,Empty
AE125990220,1630,Empty,Empty,Empty
W9126G15C0090,2100,Empty,Empty,Empty
W912BV04C1002,2100,Empty,Empty,Empty
W9123809C0004,2100,Empty,Empty,Empty
W5J9JE11C0073,2100,Empty,Empty,Empty
47PD0618C0003,4740,Empty,Empty,Empty
W91QVP08C2002,2100,Empty,Empty,Empty
VA256C0040,3600,Empty,Empty,Empty
DTFAEN13C00043,6920,Empty,Empty,Empty
DJBP0202N3A30008,1540,Empty,Empty,Empty
GS11P08ZGC0300,4740,Empty,Empty,Empty
36C25518C0168,3600,Empty,Empty,Empty
FA489706C3023,5700,Empty,Empty,Empty
W9124M08C0030,2100,Empty,Empty,Empty
N4008006C0507,1700,Empty,Empty,Empty
36C26221C0029,3600,Empty,Empty,Empty
VA262C0142,3600,Empty,Empty,Empty
FA282315C4017,5700,Empty,Empty,Empty
N6945022C0079,1700,Empty,Empty,Empty
W5J9JE11C0128,2100,Empty,Empty,Empty
FA452814C3011,5700,Empty,Empty,Empty
GS09P08KZC0004,4740,Empty,Empty,Empty
W912JB19C8001,2100,Empty,Empty,Empty
N4008519C9057,1700,Empty,Empty,Empty
FA440709C0039,5700,Empty,Empty,Empty
DOLJ084R21871,1645,Empty,Empty,Empty
N4008018C4459,1700,Empty,Empty,Empty
N6945020C0059,1700,Empty,Empty,Empty
GS11P14MKC0062,4740,Empty,Empty,Empty
N4008510C0026,1700,Empty,Empty,Empty
FA460817C0017,5700,Empty,Empty,Empty
FA255009C1016,5700,Empty,Empty,Empty
V259C0073,3600,Empty,Empty,Empty
AG3K15503K1561100,12H2,Empty,Empty,Empty
VA518L05007,3600,Empty,Empty,Empty
INPC8219103005,1443,Empty,Empty,Empty
W917BK05C0010,2100,Empty,Empty,Empty
INPC1780060013,1443,Empty,Empty,Empty
DTFAEN11C00506,6920,Empty,Empty,Empty
N6945021C0009,1700,Empty,Empty,Empty
697DCK24C00282,6920,Empty,Empty,Empty
36C25218C0052,3600,Empty,Empty,Empty
VA245RA0500,3600,Empty,Empty,Empty
GS06P08TLC0026,4740,Empty,Empty,Empty
VA250C0652,3600,Empty,Empty,Empty
FA252107C0014,5700,Empty,Empty,Empty
W9115110C0083,2100,Empty,Empty,Empty
W912JM04C0042,2100,Empty,Empty,Empty
47PE0719C0040,4740,Empty,Empty,Empty
N6945013C2267,1700,Empty,Empty,Empty
V600C07008A,3600,Empty,Empty,Empty
VA24316C0017,3600,Empty,Empty,Empty
W9126G06C0008,2100,Empty,Empty,Empty
W5J9JE12C0018,2100,Empty,Empty,Empty
FA448419CA059,5700,Empty,Empty,Empty
N6945014C4091,1700,Empty,Empty,Empty
FA570216C0003,5700,Empty,Empty,Empty
FA441819CA017,5700,Empty,Empty,Empty
VA25613C0168,3600,Empty,Empty,Empty
VA24914C0213,3600,Empty,Empty,Empty
HDEC0312C0004,97AZ,Empty,Empty,Empty
N6247320C0008,1700,Empty,Empty,Empty
W91GEY09C0122,2100,Empty,Empty,Empty
VA246C0608,3600,Empty,Empty,Empty
HSCG8705C643385,7008,Empty,Empty,Empty
YT000200308DGS11P03YTC0270,4740,Empty,Empty,Empty
VA25913C0207,3600,Empty,Empty,Empty
DACA6303C0007,2100,Empty,Empty,Empty
W50S6Z20C0005,2100,Empty,Empty,Empty
GS03P12CDD0044,4740,Empty,Empty,Empty
W912DR20C0051,2100,Empty,Empty,Empty
GS08P15JCC7010,4740,Empty,Empty,Empty
1630DC19C0008,1630,Empty,Empty,Empty
V600C05608A,3600,Empty,Empty,Empty
W5K9FH13C0050,2100,Empty,Empty,Empty
36C24420C0100,3600,Empty,Empty,Empty
47PJ0020C0017,4740,Empty,Empty,Empty
GS11P13MAP0322,4740,Empty,Empty,Empty
VA24217C0181,3600,Empty,Empty,Empty
GS04P08EXC0117,4740,Empty,Empty,Empty
GS01P06NLM0059,4740,Empty,Empty,Empty
V642C60565,3600,Empty,Empty,Empty
GS11P07YTD0226,4740,Empty,Empty,Empty
W912QR12C0032,2100,Empty,Empty,Empty
140P6419C0034,1443,Empty,Empty,Empty
W912QR20C0049,2100,Empty,Empty,Empty
140P5422C0011,1443,Empty,Empty,Empty
47PM0222C0015,4740,Empty,Empty,Empty
47PM0224C0007,4740,Empty,Empty,Empty
47PE0224C0022,4740,Empty,Empty,Empty
HQ003418C0065,97F5,Empty,Empty,Empty
GS11P09YEC0213,4740,Empty,Empty,Empty
DOCSB134108CN0003,1341,Empty,Empty,Empty
FA570612C0017,5700,Empty,Empty,Empty
GS05P10STC0037,4740,Empty,Empty,Empty
V600C0585N8A,3600,Empty,Empty,Empty
FA461013C0015,5700,Empty,Empty,Empty
N6247310C2615,1700,Empty,Empty,Empty
N4008006C3003,1700,Empty,Empty,Empty
FA441610C0022,5700,Empty,Empty,Empty
47PM0518C0032,4740,Empty,Empty,Empty
N4008019C3508,1700,Empty,Empty,Empty
FA282317C4011,5700,Empty,Empty,Empty
GS10P14XCC0018,4740,Empty,Empty,Empty
W9128F11C0011,2100,Empty,Empty,Empty
V595C638,3600,Empty,Empty,Empty
AG447UC060140,12C2,Empty,Empty,Empty
W91GF509C8005,2100,Empty,Empty,Empty
VA246C0792,3600,Empty,Empty,Empty
GS09P08WLC0035,4740,Empty,Empty,Empty
GS10P17LTC0003,4740,Empty,Empty,Empty
47PG0919C0005,4740,Empty,Empty,Empty
1305M324C0004,1330,Empty,Empty,Empty
HSCG8209C3WM008,7008,Empty,Empty,Empty
GS03P05AZC3022,4740,Empty,Empty,Empty
12619720C0008,12K3,Empty,Empty,Empty
19AQMM19C1046,1900,Empty,Empty,Empty
36C25022C0043,3600,Empty,Empty,Empty
GS05P09SIC0047,4740,Empty,Empty,Empty
W9127817C0037,2100,Empty,Empty,Empty
VA605C0017,3600,Empty,Empty,Empty
FA251710C5007,5700,Empty,Empty,Empty
W9124N10C0087,2100,Empty,Empty,Empty
VA24912C0240,3600,Empty,Empty,Empty
N6945011C0063,1700,Empty,Empty,Empty
W5J9JE12C0128,2100,Empty,Empty,Empty
697DCK24C00341,6920,Empty,Empty,Empty
DTFAWN13C00160,6920,Empty,Empty,Empty
GS11P06ZGC0331,4740,Empty,Empty,Empty
VA262C0127,3600,Empty,Empty,Empty
GS11P08YTC0145,4740,Empty,Empty,Empty
VA256C0374,3600,Empty,Empty,Empty
W9128F09C0038,2100,Empty,Empty,Empty
BBG50C140031,9568,Empty,Empty,Empty
GS11P09YTC0242,4740,Empty,Empty,Empty
N6945021C0029,1700,Empty,Empty,Empty
W91GXE09C0011,2100,Empty,Empty,Empty
N6247309C3435,1700,Empty,Empty,Empty
FA663324C0002,5700,Empty,Empty,Empty
N4008011C2522,1700,Empty,Empty,Empty
GS09P08WRC0016,4740,Empty,Empty,Empty
47PE0718C0007,4740,Empty,Empty,Empty
W912DQ05C0007,2100,Empty,Empty,Empty
W91QV123C0051,2100,Empty,Empty,Empty
VA69D14C0251,3600,Empty,Empty,Empty
N4008012C2023,1700,Empty,Empty,Empty
W9115123C0009,2100,Empty,Empty,Empty
V635C655,3600,Empty,Empty,Empty
F3363003C0005,5700,Empty,Empty,Empty
VA263C1278,3600,Empty,Empty,Empty
W917PM07C0016,2100,Empty,Empty,Empty
36C77624C0120,3600,Empty,Empty,Empty
W9124720C0070,2100,Empty,Empty,Empty
N0017422C0014,1700,Empty,Empty,Empty
FA304708C0016,5700,Empty,Empty,Empty
36C24624C0010,3600,Empty,Empty,Empty
19AQMM24C0147,1900,Empty,Empty,Empty
VA243C0816,3600,Empty,Empty,Empty
N4425514C6044,1700,Empty,Empty,Empty
GS06P16TEC7031,4740,Empty,Empty,Empty
GS11P03YEC0262,4740,Empty,Empty,Empty
N6945018C5672,1700,Empty,Empty,Empty
36C25724C0047,3600,Empty,Empty,Empty
15A00018CAQA00760,1560,Empty,Empty,Empty
GS03P08QMC0030,4740,Empty,Empty,Empty
VA258RA0331,3600,Empty,Empty,Empty
EPC06012,6800,Empty,Empty,Empty
GS09P10KTC0006,4740,Empty,Empty,Empty
SLI60015C0009,1900,Empty,Empty,Empty
GS05P01GAC0098,4740,Empty,Empty,Empty
HQ003418C0093,97F5,Empty,Empty,Empty
36C24822C0088,3600,Empty,Empty,Empty
FA663324C0012,5700,Empty,Empty,Empty
FA810118C0037,5700,Empty,Empty,Empty
FA480020C0032,5700,Empty,Empty,Empty
W50S8520C0007,2100,Empty,Empty,Empty
W9126G17C0023,2100,Empty,Empty,Empty
INR16PC00143,1425,Empty,Empty,Empty
VA24514C0092,3600,Empty,Empty,Empty
DTFASO08C00003,6920,Empty,Empty,Empty
V504C0023,3600,Empty,Empty,Empty
W912QR08C0044,2100,Empty,Empty,Empty
N6927203C0041,1700,Empty,Empty,Empty
GS10P16XJC7004,4740,Empty,Empty,Empty
GS11P10MAM0214,4740,Empty,Empty,Empty
IBM16C0006,19BM,Empty,Empty,Empty
W9127819C0017,2100,Empty,Empty,Empty
F6550103C0051,5700,Empty,Empty,Empty
AG32SDC170070,12H2,Empty,Empty,Empty
N6247307C1056,1700,Empty,Empty,Empty
GS07P13UTC0018,4740,Empty,Empty,Empty
36C25220C0217,3600,Empty,Empty,Empty
36C25018C0156,3600,Empty,Empty,Empty
VA69DC0739,3600,Empty,Empty,Empty
FA480920C0007,5700,Empty,Empty,Empty
VA261C0607,3600,Empty,Empty,Empty
1282FT20C0014,12C2,Empty,Empty,Empty
SW000200304DGS05P03SWM0051,4740,Empty,Empty,Empty
47PK0918C0006,4740,Empty,Empty,Empty
36C26224C0167,3600,Empty,Empty,Empty
VA797T13C0004,3600,Empty,Empty,Empty
36C25023C0202,3600,Empty,Empty,Empty
W9124722C0078,2100,Empty,Empty,Empty
36C24822C0027,3600,Empty,Empty,Empty
W9126G09C0034,2100,Empty,Empty,Empty
GS10P10XJP0053,4740,Empty,Empty,Empty
47PJ0022C0047,4740,Empty,Empty,Empty
W9124N10C0106,2100,Empty,Empty,Empty
W917PM08C0034,2100,Empty,Empty,Empty
W9124712C0017,2100,Empty,Empty,Empty
FA667515C0007,5700,Empty,Empty,Empty
EPC10026,6800,Empty,Empty,Empty
SPE50015C0012,1900,Empty,Empty,Empty
VA243C1205,3600,Empty,Empty,Empty
GS09P16NPC7022,4740,Empty,Empty,Empty
GS11P11MKM0022,4740,Empty,Empty,Empty
GS11P08YTC0072,4740,Empty,Empty,Empty
VA262C0420,3600,Empty,Empty,Empty
VA244C1473,3600,Empty,Empty,Empty
DJBP0700COBOJ2D20013,1540,Empty,Empty,Empty
DJBP0700CC00000015,1540,Empty,Empty,Empty
70FBR522C00000004,7022,Empty,Empty,Empty
W912QR21C0004,2100,Empty,Empty,Empty
W911RZ08C0029,2100,Empty,Empty,Empty
INF15PC00002,1448,Empty,Empty,Empty
36C24521C0119,3600,Empty,Empty,Empty
GS10P15XJC0007,4740,Empty,Empty,Empty
15F06720C0001146,1549,Empty,Empty,Empty
N6945020C0043,1700,Empty,Empty,Empty
INF201817C013,1448,Empty,Empty,Empty
GS09P07WDC0006,4740,Empty,Empty,Empty
47PK0921C0003,4740,Empty,Empty,Empty
FA254305C0008,5700,Empty,Empty,Empty
47PM1022C0025,4740,Empty,Empty,Empty
AG82X9C060063,12C2,Empty,Empty,Empty
W91GY011C0008,2100,Empty,Empty,Empty
W912EK10C0118,2100,Empty,Empty,Empty
AG5114C110015,12H2,Empty,Empty,Empty
47PK1919C0016,4740,Empty,Empty,Empty
N4008516C1130,1700,Empty,Empty,Empty
W912CN19C0014,2100,Empty,Empty,Empty
FA570012C0009,5700,Empty,Empty,Empty
W9124723C0054,2100,Empty,Empty,Empty
N4008008C0528,1700,Empty,Empty,Empty
W912PM18C0028,2100,Empty,Empty,Empty
GS02P08DTC0022,4740,Empty,Empty,Empty
VA26312C0274,3600,Empty,Empty,Empty
FA813719CA027,5700,Empty,Empty,Empty
N4008520C0048,1700,Empty,Empty,Empty
36C25524C0089,3600,Empty,Empty,Empty
VA24613C0004,3600,Empty,Empty,Empty
N6945012C3610,1700,Empty,Empty,Empty
VA786A13C0003,3600,Empty,Empty,Empty
VA259C0778,3600,Empty,Empty,Empty
47PK1519C0003,4740,Empty,Empty,Empty
INPC3000060020,1443,Empty,Empty,Empty
V244C00224,3600,Empty,Empty,Empty
GS04P12EXC0049,4740,Empty,Empty,Empty
N6247003C0038,1700,Empty,Empty,Empty
F4265003C0132,5700,Empty,Empty,Empty
N4008519C9017,1700,Empty,Empty,Empty
W9124312C0507,2100,Empty,Empty,Empty
HSCG8310C3YD211,7008,Empty,Empty,Empty
W912DW06C0005,2100,Empty,Empty,Empty
VA250C0415,3600,Empty,Empty,Empty
SP330010C0039,97AS,Empty,Empty,Empty
VA249C0454,3600,Empty,Empty,Empty
F0536CW10110,3300,Empty,Empty,Empty
V554C50315,3600,Empty,Empty,Empty
VA261C0410,3600,Empty,Empty,Empty
N6945009C2517,1700,Empty,Empty,Empty
F0466603C0016,5700,Empty,Empty,Empty
GS11P10YTC0357,4740,Empty,Empty,Empty
NNJ04RC64C,8000,Empty,Empty,Empty
TOS06TBAR001,2001,Empty,Empty,Empty
DTFAWN12C00121,6920,Empty,Empty,Empty
VA257C0399,3600,Empty,Empty,Empty
VA25612C0320,3600,Empty,Empty,Empty
HHSD254200302953C,7523,Empty,Empty,Empty
AG63PXC060024,12C2,Empty,Empty,Empty
VA52812C0154,3600,Empty,Empty,Empty
GS03P16QAC7008,4740,Empty,Empty,Empty
N4008013C1624,1700,Empty,Empty,Empty
VA261C0242,3600,Empty,Empty,Empty
SAQMMA08C0276,1900,Empty,Empty,Empty
GS03P11CDC0029,4740,Empty,Empty,Empty
47PB0619C0003,4740,Empty,Empty,Empty
36C25620C0145,3600,Empty,Empty,Empty
6973GH23C00154,6920,Empty,Empty,Empty
W911WN12C0006,2100,Empty,Empty,Empty
W912QR19C0009,2100,Empty,Empty,Empty
W90U4210C4146,2100,Empty,Empty,Empty
47PK0723C0004,4740,Empty,Empty,Empty
W52P1J10C3034,2100,Empty,Empty,Empty
36C24922C0059,3600,Empty,Empty,Empty
AG3142C100046,1205,Empty,Empty,Empty
FA255024C0008,5700,Empty,Empty,Empty
V564C334,3600,Empty,Empty,Empty
SAQMMA13C0214,1900,Empty,Empty,Empty
VA246C0587,3600,Empty,Empty,Empty
INL10PC00022,1422,Empty,Empty,Empty
GS11P13MAC0065,4740,Empty,Empty,Empty
47PH0618C0006,4740,Empty,Empty,Empty
140L1718C0009,1422,Empty,Empty,Empty
36C24819C0094,3600,Empty,Empty,Empty
F3465003C0060,5700,Empty,Empty,Empty
VA260C0418,3600,Empty,Empty,Empty
GS04P04RQC0069,4740,Empty,Empty,Empty
DTRT5710C10001,6901,Empty,Empty,Empty
VA26313C0256,3600,Empty,Empty,Empty
447U200308D43447U31803,12C2,Empty,Empty,Empty
W912QR11C0052,2100,Empty,Empty,Empty
DEEM0002848,8900,Empty,Empty,Empty
GS06P04TBC0005,4740,Empty,Empty,Empty
47PE0624C0013,4740,Empty,Empty,Empty
V246C00412,3600,Empty,Empty,Empty
N4008013C2076,1700,Empty,Empty,Empty
N6274208C1325,1700,Empty,Empty,Empty
36C25922C0085,3600,Empty,Empty,Empty
140P2122C0018,1443,Empty,Empty,Empty
W912QR11C0065,2100,Empty,Empty,Empty
W91ZRU07C0005,2100,Empty,Empty,Empty
FA860106C0015,5700,Empty,Empty,Empty
N4008013C3040,1700,Empty,Empty,Empty
W912DS24C0037,2100,Empty,Empty,Empty
GS09P11NPC0003,4740,Empty,Empty,Empty
W90BRJ15C0003,2100,Empty,Empty,Empty
N6247316C3224,1700,Empty,Empty,Empty
W917BK08C0047,2100,Empty,Empty,Empty
W56HZV20CL858,2100,Empty,Empty,Empty
HSCG4207C3WN011,7008,Empty,Empty,Empty
AG32SDC120049,12H2,Empty,Empty,Empty
W911YP04C0025,2100,Empty,Empty,Empty
F6550103C0009,5700,Empty,Empty,Empty
FA461019CA038,5700,Empty,Empty,Empty
VA255C1968,3600,Empty,Empty,Empty
HQ003409L3017,97F5,Empty,Empty,Empty
DOLETA15C0070,1630,Empty,Empty,Empty
VA257C0663,3600,Empty,Empty,Empty
N6945019C5209,1700,Empty,Empty,Empty
W912ER09C0063,2100,Empty,Empty,Empty
W912KZ15C0001,2100,Empty,Empty,Empty
GS03P07AZC0014,4740,Empty,Empty,Empty
00262200210DV691C399,3600,Empty,Empty,Empty
N4008010C4402,1700,Empty,Empty,Empty
W911QY10C0087,2100,Empty,Empty,Empty
VA25915C0107,3600,Empty,Empty,Empty
GS11P08YEC0008,4740,Empty,Empty,Empty
36C24923C0044,3600,Empty,Empty,Empty
VA25012C0089,3600,Empty,Empty,Empty
VA24816C0222,3600,Empty,Empty,Empty
15B61721CW9R10001,1540,Empty,Empty,Empty
FA860105C0040,5700,Empty,Empty,Empty
W912L116C0017,2100,Empty,Empty,Empty
GS03P17QAC0008,4740,Empty,Empty,Empty
47PF0018C0066,4740,Empty,Empty,Empty
VA263C0964,3600,Empty,Empty,Empty
36C24918C0181,3600,Empty,Empty,Empty
47PJ0019C0033,4740,Empty,Empty,Empty
VA257C0203,3600,Empty,Empty,Empty
N4425516C0008,1700,Empty,Empty,Empty
GS07P10URC0038,4740,Empty,Empty,Empty
VA246C0600,3600,Empty,Empty,Empty
W9124X13C0055,2100,Empty,Empty,Empty
47PD0219C0009,4740,Empty,Empty,Empty
W917BE09C0028,2100,Empty,Empty,Empty
VA241C1874,3600,Empty,Empty,Empty
INF17PC00049,1448,Empty,Empty,Empty
W912DY22C0060,2100,Empty,Empty,Empty
W912PL24C0023,2100,Empty,Empty,Empty
N6247817C1512,1700,Empty,Empty,Empty
47PB0220C0007,4740,Empty,Empty,Empty
FA301622C0042,5700,Empty,Empty,Empty
GS01P10NFC0002,4740,Empty,Empty,Empty
12639523C0113,12K3,Empty,Empty,Empty
GS03P11QPP0006,4740,Empty,Empty,Empty
VA24313C0243,3600,Empty,Empty,Empty
00262200309DV664C4788A,3600,Empty,Empty,Empty
VA250C0511,3600,Empty,Empty,Empty
GS11P14MAP0013,4740,Empty,Empty,Empty
NMA40103C0015,97AB,Empty,Empty,Empty
N6247315C5004,1700,Empty,Empty,Empty
AG4384C080009,12H2,Empty,Empty,Empty
GS03P16AZC7017,4740,Empty,Empty,Empty
W912PM13C0007,2100,Empty,Empty,Empty
VA516C0015,3600,Empty,Empty,Empty
W91B4P11C0096,2100,Empty,Empty,Empty
1232SA20C0001,12H2,Empty,Empty,Empty
FA813722C0027,5700,Empty,Empty,Empty
W9124Q06C0264,2100,Empty,Empty,Empty
FA890325C0002,5700,Empty,Empty,Empty
F0860203CK028,5700,Empty,Empty,Empty
36C24519C0223,3600,Empty,Empty,Empty
W9128F09C0042,2100,Empty,Empty,Empty
GS04P11EXC0084,4740,Empty,Empty,Empty
GS05P16SVC7044,4740,Empty,Empty,Empty
19AQMM24C0017,1900,Empty,Empty,Empty
FA304708C0036,5700,Empty,Empty,Empty
W56HZV11CL553,2100,Empty,Empty,Empty
VA24313C0270,3600,Empty,Empty,Empty
47PK1520C0013,4740,Empty,Empty,Empty
INPC8147090049,1443,Empty,Empty,Empty
DACA6103H0002,2100,Empty,Empty,Empty
GS08P06JCC3044,4740,Empty,Empty,Empty
GS08P09JBP0168,4740,Empty,Empty,Empty
VA786A15C0015,3600,Empty,Empty,Empty
AG52B1C090028,12C2,Empty,Empty,Empty
W919QA10C0019,2100,Empty,Empty,Empty
W9126G15C0005,2100,Empty,Empty,Empty
V69DC635,3600,Empty,Empty,Empty
W9126G13C0075,2100,Empty,Empty,Empty
AG3142C150024,1205,Empty,Empty,Empty
AG9702C100180,12C2,Empty,Empty,Empty
W912BU22C0002,2100,Empty,Empty,Empty
AG82X9C090186,12C2,Empty,Empty,Empty
W917BK05C0061,2100,Empty,Empty,Empty
FA850105C0052,5700,Empty,Empty,Empty
W5J9JE12C0076,2100,Empty,Empty,Empty
W917BE07C0019,2100,Empty,Empty,Empty
N4008311C1026,1700,Empty,Empty,Empty
19AQMM23C0155,1900,Empty,Empty,Empty
00671200309DV671C6218A,3600,Empty,Empty,Empty
W912PL12C0024,2100,Empty,Empty,Empty
DEMA0006606,8900,Empty,Empty,Empty
DOCWC133F12CN0123,1330,Empty,Empty,Empty
GS10P08XCC0060,4740,Empty,Empty,Empty
AG67T0C130013,12C2,Empty,Empty,Empty
W912P911C0409,2100,Empty,Empty,Empty
FA570712C0023,5700,Empty,Empty,Empty
GS06P15TKC7015,4740,Empty,Empty,Empty
FA440710C0020,5700,Empty,Empty,Empty
GS03P10DXC0024,4740,Empty,Empty,Empty
W912GB09C0060,2100,Empty,Empty,Empty
12905B20C0017,12H2,Empty,Empty,Empty
47PK1320C0003,4740,Empty,Empty,Empty
N6247023C0004,1700,Empty,Empty,Empty
W912P823C0031,2100,Empty,Empty,Empty
GS04P16EXC7077,4740,Empty,Empty,Empty
36C25520C0071,3600,Empty,Empty,Empty
VA69DC1294,3600,Empty,Empty,Empty
VA245RA0389,3600,Empty,Empty,Empty
GS04P05EXC0044,4740,Empty,Empty,Empty
1240LU22C0009,12C2,Empty,Empty,Empty
N4008020C0018,1700,Empty,Empty,Empty
W56HZV09CL558,2100,Empty,Empty,Empty
VA257C0765,3600,Empty,Empty,Empty
GS04P10EXC0102,4740,Empty,Empty,Empty
INP17PC00267,1443,Empty,Empty,Empty
FA301620C0068,5700,Empty,Empty,Empty
VA249C0495,3600,Empty,Empty,Empty
12805B24C0027,12H2,Empty,Empty,Empty
VA528C0783,3600,Empty,Empty,Empty
VA52812C0062,3600,Empty,Empty,Empty
N6945024C0091,1700,Empty,Empty,Empty
W912DQ24C4045,2100,Empty,Empty,Empty
AG32KWC130013,12K3,Empty,Empty,Empty
W912WJ10C0029,2100,Empty,Empty,Empty
SP310008C0035,97AS,Empty,Empty,Empty
W91B4M09C4002,2100,Empty,Empty,Empty
F0865003C0021,5700,Empty,Empty,Empty
W917BG08C0045,2100,Empty,Empty,Empty
VA69D13C0233,3600,Empty,Empty,Empty
FA301023C0038,5700,Empty,Empty,Empty
INP15PC00625,1443,Empty,Empty,Empty
VA24412C0546,3600,Empty,Empty,Empty
W91GF509C8114,2100,Empty,Empty,Empty
W9115113C0061,2100,Empty,Empty,Empty
NNJ07JF99C,8000,Empty,Empty,Empty
70B01C19C00000096,7014,Empty,Empty,Empty
V595C651,3600,Empty,Empty,Empty
47PG0917C0004,4740,Empty,Empty,Empty
DOLJ109629892,1605,Empty,Empty,Empty
