,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
0,FA664812C0020,5700,Empty,Empty,Empty
1,VA258C0588,3600,,,
2,HSCG8206N3WC057,7008,,,
3,AG32SDC140059,12H2,Empty,Empty,Empty
4,VA101F17C2929,3600,0,$0,0%
5,V249C00108A,3600,0,$0,0%
6,VA69D13C0149,3600,0,$0,0%
7,15UC0C18C00002361,1542,0,$0,0%
8,36C25722C0036,3600,0,$0,0%
9,W9124722C0082,2100,0,$0,0%
10,36C25624C0013,3600,0,$0,0%
11,W912DR22C0048,2100,,,
12,36E77618C0019,3600,,,
13,47PG0219C0004,4740,,,
14,VA101CFMC0001,3600,Empty,Empty,Empty
15,W91GEY10C0003,2100,0,$0,0%
16,INF17PC00059,1448,,,
17,47PF0019C0023,4740,,,
18,N6247317C1201,1700,Empty,Empty,Empty
19,GS05P13SCC0028,4740,Empty,Empty,Empty
20,GS06P10THP0028,4740,0,$0,0%
21,GS08P15JBC7006,4740,,,
22,W911S707C0016,2100,Empty,Empty,Empty
23,N6945011C0018,1700,Empty,Empty,Empty
24,DTFAGL07C00271,6920,,,
25,INR05CC308049,1425,Empty,Empty,Empty
26,NNC04CB26C,8000,0,$0,0%
27,W911S108C0031,2100,,,
28,GS09P12WFC0018,4740,0,$0,0%
29,W90U4210C4170,2100,Empty,Empty,Empty
30,W912CN16C0007,2100,0,$0,0%
31,GS00P17LYC0022,4740,,,
32,47PB0019C0003,4740,,,
33,DOC50EANW100046,1330,Empty,Empty,Empty
34,47PD1020C0009,4740,Empty,Empty,Empty
35,AG3615C100021,12H2,,,
36,47PE0223C0026,4740,Empty,Empty,Empty
37,36C78623C0014,3600,Empty,Empty,Empty
38,F4560303C0001,5700,Empty,Empty,Empty
39,INR11PC30147,1425,0,$0,0%
40,FA850105C0069,5700,Empty,Empty,Empty
41,VA24414C0429,3600,0,$0,0%
42,W912QR09C0036,2100,0,$0,0%
43,VA243C1246,3600,0,$0,0%
44,GS05P10FAC0072,4740,Empty,Empty,Empty
45,GS03P09QPP0047,4740,0,$0,0%
46,15B20318CT5H10002,1540,,,
47,VA255C0313,3600,0,$0,0%
48,FA252110C0101,5700,Empty,Empty,Empty
49,W912HN17C4000,2100,Empty,Empty,Empty
50,GS09P09WFC0065,4740,0,$0,0%
51,ING13PC00054,1434,,,
52,ZG000200303DGS11P03ZGC0151,4740,Empty,Empty,Empty
53,W91GF509C8104,2100,0,$0,0%
54,W912DR10C0068,2100,0,$0,0%
55,GS06P10TKP0030,4740,Empty,Empty,Empty
56,VA248C1641,3600,0,$0,0%
57,N4008022C0018,1700,Empty,Empty,Empty
58,W9128A22C0010,2100,Empty,Empty,Empty
59,W50S7W22C0002,2100,,,
60,W9124V05C0009,2100,Empty,Empty,Empty
61,W912HN06C0035,2100,Empty,Empty,Empty
62,GS11P10YEC0097,4740,Empty,Empty,Empty
63,GS11P07MAC0308,4740,0,$0,0%
64,INP10PC76129,1443,Empty,Empty,Empty
65,HHSD200201588177C,7523,Empty,Empty,Empty
66,47PG0817C0005,4740,,,
67,47PK0919C0016,4740,,,
68,W9124Q06C0227,2100,0,$0,0%
69,2031JG19C00031,2044,,,
70,47PK0920C0016,4740,,,
71,36C25923C0054,3600,0,$0,0%
72,W917BG06C0107,2100,,,
73,DTFAWN13C00206,6920,,,
74,75N99023C00056,7529,,,
75,FA486123C0037,5700,Empty,Empty,Empty
76,HSCG4508C6K3099,7008,0,$0,0%
77,W912LA12C7025,2100,7,$15.89 Million,55.2%
78,VA26213C0165,3600,0,$0,0%
79,GS00P17LYC0009,4740,,,
80,GS04P06RAP0041,4740,Empty,Empty,Empty
81,HHSD200200615744C,7523,Empty,Empty,Empty
82,VA245C0150,3600,Empty,Empty,Empty
83,W912QR10C0075,2100,Empty,Empty,Empty
84,W5K9UR10C7125,2100,Empty,Empty,Empty
85,140P2024C0082,1443,Empty,Empty,Empty
86,GS10P03XFC0019,4740,Empty,Empty,Empty
87,W25G1V09C0024,2100,Empty,Empty,Empty
88,FA667014C0002,5700,Empty,Empty,Empty
89,19AQMM22C0162,1900,Empty,Empty,Empty
90,W912QR15C0041,2100,Empty,Empty,Empty
91,W912HN21C3003,2100,Empty,Empty,Empty
92,VA261C1113,3600,Empty,Empty,Empty
93,W912HN08C0036,2100,Empty,Empty,Empty
94,W912P412C0001,2100,Empty,Empty,Empty
95,W52P1J10C3010,2100,Empty,Empty,Empty
96,GS01P06NFC0008,4740,Empty,Empty,Empty
97,W9126G08C0078,2100,Empty,Empty,Empty
98,N4425503C1042,1700,Empty,Empty,Empty
99,6973GH21C00008,6920,Empty,Empty,Empty
100,W9128F23C0002,2100,Empty,Empty,Empty
101,VA243C0014,3600,Empty,Empty,Empty
102,AG447U50447U40333,12C2,Empty,Empty,Empty
103,W912R114C0001,2100,Empty,Empty,Empty
104,VA248C0646,3600,Empty,Empty,Empty
105,VA25913C0231,3600,Empty,Empty,Empty
106,GS07P14URC0002,4740,Empty,Empty,Empty
107,INICMN00080028,1450,Empty,Empty,Empty
108,N4008517C4102,1700,Empty,Empty,Empty
109,VA244C0210,3600,Empty,Empty,Empty
110,W912DY15C0001,2100,Empty,Empty,Empty
111,47PJ0019C0024,4740,Empty,Empty,Empty
112,W9126G08C0024,2100,Empty,Empty,Empty
113,36C25920C0176,3600,Empty,Empty,Empty
114,N6871105C5026,1700,Empty,Empty,Empty
115,VA26215C0203,3600,Empty,Empty,Empty
116,GS08P08JBC0181,4740,Empty,Empty,Empty
117,N6927206C2035,1700,Empty,Empty,Empty
118,AG32SDC140025,12H2,Empty,Empty,Empty
119,12447U18C0019,12C2,Empty,Empty,Empty
120,W91QV117C0263,2100,Empty,Empty,Empty
121,W912HN06C0064,2100,Empty,Empty,Empty
122,47PH0524C0005,4740,Empty,Empty,Empty
123,FA489704C3004,5700,Empty,Empty,Empty
124,GS09P13KZC0011,4740,Empty,Empty,Empty
125,36C25020C0261,3600,,,
126,SP310008C0005,97AS,Empty,Empty,Empty
127,VA539C0005,3600,Empty,Empty,Empty
128,36C25621C0062,3600,Empty,Empty,Empty
129,GS05P12FBC0041,4740,,,
130,W912BV16C0039,2100,Empty,Empty,Empty
131,GS11P12MAM0083,4740,Empty,Empty,Empty
132,36C25724C0041,3600,0,$0,0%
133,GS01P11BZC0006,4740,0,$0,0%
134,FA940124C0012,5700,Empty,Empty,Empty
135,N4008520C0083,1700,Empty,Empty,Empty
136,47PC0224C0002,4740,Empty,Empty,Empty
137,AG4384C070010,12H2,,,
138,N4008011C3002,1700,Empty,Empty,Empty
139,W912SV19C5001,2100,,,
140,36C24124C0026,3600,0,$0,0%
141,SLE20011C0003,1900,0,$0,0%
142,47PM0217C0012,4740,,,
143,GS11P09YTC0080,4740,0,$0,0%
144,47PJ0024C0036,4740,,,
145,V600C76040,3600,0,$0,0%
146,W9124721C0010,2100,,,
147,N6945010C6327,1700,Empty,Empty,Empty
148,W912BV22C0022,2100,Empty,Empty,Empty
149,VA263C0488,3600,Empty,Empty,Empty
150,DESW0000035,8900,Empty,Empty,Empty
151,GS09P13WFC0003,4740,0,$0,0%
152,33330218CF0010256,3300,0,$0,0%
153,36C26222C0191,3600,Empty,Empty,Empty
154,VA24816C0075,3600,0,$0,0%
155,INR12PC80962,1425,0,$0,0%
156,W911SA22C2005,2100,,,
157,W917BE05C0009,2100,0,$0,0%
158,V642C541,3600,0,$0,0%
159,VA24513C0037,3600,0,$0,0%
160,W912QR09C0059,2100,0,$0,0%
161,N6247811C1493,1700,Empty,Empty,Empty
162,W91B4P12C0040,2100,0,$0,0%
163,VA25913C0235,3600,0,$0,0%
164,W9124Q08C0710,2100,0,$0,0%
165,36C24723C0069,3600,0,$0,0%
166,W911S711C0056,2100,2,"$233,200",86.2%
167,VA101F13C0016,3600,0,$0,0%
168,W91SMC10C0005,2100,,,
169,W9124720C0013,2100,Empty,Empty,Empty
170,47PM0418C0020,4740,,,
171,AG0116C100047,12C2,Empty,Empty,Empty
172,47PM0517C0004,4740,,,
173,W9124G16C0011,2100,0,$0,0%
174,FA283513C0014,5700,Empty,Empty,Empty
175,W911RZ06C0005,2100,Empty,Empty,Empty
176,W912CH09CL517,2100,Empty,Empty,Empty
177,VA246C0018,3600,0,$0,0%
178,W911KB12C0011,2100,20,$26.01 Million,42.6%
179,SLI60005C0016,1900,0,$0,0%
180,V101BC0225,3600,Empty,Empty,Empty
181,SAQMMA11C0277,1900,,,
182,GS10P15XCC7020,4740,0,$0,0%
183,N4008016C3010,1700,Empty,Empty,Empty
184,47PA0319C0026,4740,,,
185,N6945018C4405,1700,Empty,Empty,Empty
186,AG82X9C070233,12C2,Empty,Empty,Empty
187,FA252106C0051,5700,Empty,Empty,Empty
188,TPDAFRW12C0008,2036,0,$0,0%
189,697DCK20C00073,6920,,,
190,89243324CFE000084,8900,,,
191,70Z02825CMIAM0012,7008,,,
192,FA286013C0010,5700,Empty,Empty,Empty
193,VA255C0944,3600,0,$0,0%
194,HHSD200200721862C,7523,0,$0,0%
195,W912DR10C0034,2100,Empty,Empty,Empty
196,W9128A18C0005,2100,,,
197,GS11P07YTC0033,4740,,,
198,W50S6L23C0003,2100,,,
199,W9126G08C0008,2100,,,
200,GS09P08WDC0014,4740,0,$0,0%
201,W50S7524C0003,2100,0,$0,0%
202,VA255C0048,3600,,,
203,FA570211C0008,5700,Empty,Empty,Empty
204,VA261C1098,3600,0,$0,0%
205,W9124E05C0009,2100,0,$0,0%
206,VA25914C0323,3600,Empty,Empty,Empty
207,W9124A10C0002,2100,Empty,Empty,Empty
208,VA246C0303,3600,Empty,Empty,Empty
209,VA25613C0292,3600,Empty,Empty,Empty
210,GS05P17SCC0019,4740,Empty,Empty,Empty
211,GS11P15YTC0126,4740,Empty,Empty,Empty
212,36C25923C0055,3600,Empty,Empty,Empty
213,W5K9FH11C0143,2100,Empty,Empty,Empty
214,FA910118C0039,5700,Empty,Empty,Empty
215,HSCG8307C3WV000,7008,Empty,Empty,Empty
216,AG82B1C100072,12C2,,,
217,FA570217C0030,5700,Empty,Empty,Empty
218,W50S8F22C0004,2100,,,
219,VA246C0444,3600,0,$0,0%
220,GS09P09WNC0020,4740,0,$0,0%
221,N4008510C0032,1700,Empty,Empty,Empty
222,GS04P10EWC0028,4740,0,$0,0%
223,36C25619C0076,3600,Empty,Empty,Empty
224,W912QR11C0020,2100,,,
225,V244C00095,3600,0,$0,0%
226,W50S8B22C0002,2100,Empty,Empty,Empty
227,SAQMMA14C0181,1900,Empty,Empty,Empty
228,GS05P16SVC7037,4740,Empty,Empty,Empty
229,W912QR08C0056,2100,0,$0,0%
230,GS07P05UEC5030,4740,0,$0,0%
231,W912EK14C0082,2100,Empty,Empty,Empty
232,FA570615C0024,5700,Empty,Empty,Empty
233,GS09P16WKC7009,4740,0,$0,0%
234,W912P908C0407,2100,Empty,Empty,Empty
235,GS09P08WLC0040,4740,Empty,Empty,Empty
236,4356A130120,1226,Empty,Empty,Empty
237,W9126G12C0077,2100,Empty,Empty,Empty
238,12487018C0010,12C2,Empty,Empty,Empty
239,N6945009C5068,1700,Empty,Empty,Empty
240,VA786C0183,3600,Empty,Empty,Empty
241,89243324CFE000090,8900,Empty,Empty,Empty
242,HHSD200201355437C,7523,Empty,Empty,Empty
243,DTFAAL08C00030,6920,Empty,Empty,Empty
244,W9115118C0011,2100,Empty,Empty,Empty
245,47PK1020C0007,4740,Empty,Empty,Empty
246,W912LA16C7000,2100,Empty,Empty,Empty
247,W912CN19C0019,2100,Empty,Empty,Empty
248,00200200306D200200301311,7523,Empty,Empty,Empty
249,SALMEC03C0009,1900,Empty,Empty,Empty
250,36C77622C0107,3600,Empty,Empty,Empty
251,36C24921C0063,3600,Empty,Empty,Empty
252,GS10P04XAC0044,4740,Empty,Empty,Empty
253,GS11P13MKC0078,4740,Empty,Empty,Empty
254,1605C324C0009,1605,Empty,Empty,Empty
255,FA449718C0017,5700,Empty,Empty,Empty
256,W912DY23C0076,2100,Empty,Empty,Empty
257,VA25612C0291,3600,Empty,Empty,Empty
258,VA255C0562,3600,Empty,Empty,Empty
259,GS04P06RAC0002,4740,Empty,Empty,Empty
260,W91QV119C0127,2100,Empty,Empty,Empty
261,GS09P06WDC3015,4740,Empty,Empty,Empty
262,W91B4N10C8283,2100,Empty,Empty,Empty
263,CFOM12CO0063,9507,Empty,Empty,Empty
264,FA860111C0100,5700,Empty,Empty,Empty
265,36C24220C0171,3600,Empty,Empty,Empty
266,697DCK22C00241,6920,Empty,Empty,Empty
267,47PG0722C0012,4740,Empty,Empty,Empty
268,36C78623C50495,3600,Empty,Empty,Empty
269,GS09P09WDC0013,4740,Empty,Empty,Empty
270,GS07P12HHC0029,4740,Empty,Empty,Empty
271,AG82FTC170010,12C2,Empty,Empty,Empty
272,VA26215C0106,3600,Empty,Empty,Empty
273,W91ZRU19C5003,2100,Empty,Empty,Empty
274,70FBR222C00000009,7022,Empty,Empty,Empty
275,INL17PC00041,1422,Empty,Empty,Empty
276,GS05P07SCC0017,4740,Empty,Empty,Empty
277,VA248C1944,3600,Empty,Empty,Empty
278,75H70124C00041,7527,Empty,Empty,Empty
279,W917BG08C0050,2100,Empty,Empty,Empty
280,W917BK09C0045,2100,Empty,Empty,Empty
281,GS08P14JBC0089,4740,0,$0,0%
282,N4008009C4412,1700,Empty,Empty,Empty
283,N6247311C2841,1700,Empty,Empty,Empty
284,VA69DC1103,3600,Empty,Empty,Empty
285,36C25624C0085,3600,0,$0,0%
286,VA26312C0219,3600,0,$0,0%
287,W912DR09C0017,2100,0,$0,0%
288,FA700019C0004,5700,Empty,Empty,Empty
289,GS11P08YEC0148,4740,0,$0,0%
290,AID669C1700001,7200,,,
291,FA850104C0014,5700,Empty,Empty,Empty
292,VA262C0410,3600,Empty,Empty,Empty
293,VA260C0660,3600,0,$0,0%
294,V573C580,3600,,,
295,36C24218C0085,3600,,,
296,47PF0019C0059,4740,,,
297,75N99023C00058,7529,,,
298,BW000200309DGS01P02BZC0041,4740,0,$0,0%
299,SAQMMA09C0023,1900,0,$0,0%
300,47PB0022C0011,4740,,,
301,VA263C0960,3600,Empty,Empty,Empty
302,GS06P14GYC0004,4740,Empty,Empty,Empty
303,AG32SCC170076,12H2,,,
304,GS09P08WKC0008,4740,Empty,Empty,Empty
305,47PM1024C0016,4740,,,
306,W5K9FH12C0020,2100,Empty,Empty,Empty
307,VA245C0637,3600,,,
308,TOS08045,2001,0,$0,0%
309,VA260C0959,3600,0,$0,0%
310,DACA2103C0038,2100,0,$0,0%
311,GS11P05YEC0235,4740,0,$0,0%
312,DTFAAC06C00029,6920,0,$0,0%
313,VA251C0336,3600,0,$0,0%
314,N4008014C2030,1700,Empty,Empty,Empty
315,GS11P06YEC0101,4740,0,$0,0%
316,N6247311C4428,1700,Empty,Empty,Empty
317,W9124719C0123,2100,,,
318,HSCG4213CQNE953,7008,0,$0,0%
319,W917BE05C0005,2100,0,$0,0%
320,VA257C0791,3600,1,"$67,244",10.4%
321,VA25615C0189,3600,0,$0,0%
322,SECHQ106F0321,5000,,,
323,W912PL19C0017,2100,,,
324,EW000200305DGS04P03RTC0016,4740,0,$0,0%
325,W9136418C0007,2100,,,
326,00644200306DV644C5528A,3600,Empty,Empty,Empty
327,W9124Q08C0560,2100,Empty,Empty,Empty
328,W9123608C0076,2100,0,$0,0%
329,DTFASO09C00258,6920,0,$0,0%
330,VA250RA0566,3600,0,$0,0%
331,GS11P14NWC0071,4740,Empty,Empty,Empty
332,FA304715C0082,5700,Empty,Empty,Empty
333,W9124Q08C0698,2100,0,$0,0%
334,AG32SDC120048,12H2,,,
335,W911SA21C2002,2100,Empty,Empty,Empty
336,GS11P08YTC0170,4740,,,
337,47PM0221C0016,4740,Empty,Empty,Empty
338,FA461324C0010,5700,Empty,Empty,Empty
339,HHSN292200400309C,7529,Empty,Empty,Empty
340,VA258C0130,3600,0,$0,0%
341,GS11P10YEC0126,4740,Empty,Empty,Empty
342,FA480010C0013,5700,Empty,Empty,Empty
343,AG83A7C110001,12C2,0,$0,0%
344,V101BC0206,3600,0,$0,0%
345,V564P1114,3600,0,$0,0%
346,VA247C0544,3600,0,$0,0%
347,VA243RA0873,3600,0,$0,0%
348,FA460014C0025,5700,Empty,Empty,Empty
349,W9127S14C0011,2100,0,$0,0%
350,N6247201C3539,1700,Empty,Empty,Empty
351,W912QR07C0024,2100,,,
352,F2860903C0015,5700,Empty,Empty,Empty
353,AG2415C170003,12H2,,,
354,47PD0119C0004,4740,,,
355,47PL0124C0005,4740,,,
356,V249C00408A,3600,,,
357,W50S6U24C0002,2100,0,$0,0%
358,GS10P10XJP0045,4740,0,$0,0%
359,W91B4N11C8067,2100,,,
360,15JCRM19C00000210,1501,Empty,Empty,Empty
361,47PK1320C0006,4740,Empty,Empty,Empty
362,HSCG8309N3WG181,7008,Empty,Empty,Empty
363,GS04P12EXC0122,4740,Empty,Empty,Empty
364,GS04P07EWC0199,4740,Empty,Empty,Empty
365,N0042124C0002,1700,Empty,Empty,Empty
366,W914NS05C8404,2100,Empty,Empty,Empty
367,GS04P07EWC0205,4740,Empty,Empty,Empty
368,GS04P10EXC0067,4740,Empty,Empty,Empty
369,N6247310C0216,1700,Empty,Empty,Empty
370,GS03P16QAC7039,4740,Empty,Empty,Empty
371,GS06P13TEC0026,4740,Empty,Empty,Empty
372,36C25221C0068,3600,Empty,Empty,Empty
373,FA860115C0057,5700,Empty,Empty,Empty
374,EPC15015,6800,Empty,Empty,Empty
375,INR04CC602340,1425,Empty,Empty,Empty
376,47PM0320C0003,4740,Empty,Empty,Empty
377,HSCG2809C3M8235,7008,Empty,Empty,Empty
378,GS09P16KTC7005,4740,Empty,Empty,Empty
379,GS03P04AZC0081,4740,Empty,Empty,Empty
380,W912ER13C0004,2100,Empty,Empty,Empty
381,47PJ0021C0034,4740,Empty,Empty,Empty
382,36C25023C0194,3600,Empty,Empty,Empty
383,FA813721C0010,5700,Empty,Empty,Empty
384,N4008010C1017,1700,Empty,Empty,Empty
385,W912QR10C0081,2100,Empty,Empty,Empty
386,VA101F12C0037,3600,Empty,Empty,Empty
387,GS11P10YEC0015,4740,Empty,Empty,Empty
388,VA541C0019,3600,Empty,Empty,Empty
389,INPC2011090122,1443,Empty,Empty,Empty
390,FA252105C0087,5700,Empty,Empty,Empty
391,FA940105C0008,5700,Empty,Empty,Empty
392,GS09P12KLC0003,4740,Empty,Empty,Empty
393,SALMEC04C0037,1900,Empty,Empty,Empty
394,FA448410C0015,5700,Empty,Empty,Empty
395,INP16PC00172,1443,Empty,Empty,Empty
396,W9124720C0033,2100,Empty,Empty,Empty
397,GS11P05YEC0140,4740,Empty,Empty,Empty
398,GS04P09EXC0063,4740,0,$0,0%
399,W912CG07C0009,2100,0,$0,0%
400,FA282304C3018,5700,Empty,Empty,Empty
401,V247C0531,3600,0,$0,0%
402,V69DC879,3600,,,
403,GS11P05YEC0020,4740,0,$0,0%
404,FA282307C3022,5700,Empty,Empty,Empty
405,TOS12F026,2001,0,$0,0%
406,W9128A23C0011,2100,,,
407,W912QR06C0026,2100,0,$0,0%
408,36C24818C0135,3600,0,$0,0%
409,W912PP12C0016,2100,0,$0,0%
410,697DCK24C00167,6920,,,
411,47PJ0017C0042,4740,Empty,Empty,Empty
412,GS09P05KZC0014,4740,0,$0,0%
413,GS04P10EXC0041,4740,Empty,Empty,Empty
414,GS11P08YTC0208,4740,,,
415,VA24812C0266,3600,Empty,Empty,Empty
416,N6246706C8394,1700,Empty,Empty,Empty
417,W912QG16C0003,2100,0,$0,0%
418,W912DR11C0046,2100,0,$0,0%
419,N4008524C0006,1700,Empty,Empty,Empty
420,W919QA11C0072,2100,0,$0,0%
421,N6945011C3117,1700,Empty,Empty,Empty
422,VA263C0350,3600,0,$0,0%
423,INPC2011090002,1443,0,$0,0%
424,36C24818C0137,3600,0,$0,0%
425,DOLJ121A21992,1630,Empty,Empty,Empty
426,VE000200309DGS08P03VEC0069,4740,,,
427,36E77620C0015,3600,0,$0,0%
428,N4008011C4412,1700,Empty,Empty,Empty
429,DEFE0004915,8900,0,$0,0%
430,DOLJ061A20312,1630,Empty,Empty,Empty
431,W912ER23C0005,2100,Empty,Empty,Empty
432,GS11P08MKC0012,4740,0,$0,0%
433,VA24612C0048,3600,0,$0,0%
434,FA441720C0002,5700,Empty,Empty,Empty
435,W912BV17C0014,2100,,,
436,36C10F22C0017,3600,0,$0,0%
437,CD000200309DGS03P03CDD0064,4740,0,$0,0%
438,HSCG4712C3EFK12,7008,0,$0,0%
439,INF401816C030,1448,,,
440,AE122820220,1630,Empty,Empty,Empty
441,W917BG08C0027,2100,,,
442,N6247309C1220,1700,Empty,Empty,Empty
443,W91JA411C7122,2100,Empty,Empty,Empty
444,47PK0124C0003,4740,,,
445,GY000200205DGS06P02GYD0044,4740,0,$0,0%
446,VA24312C0173,3600,Empty,Empty,Empty
447,FA481919CA026,5700,Empty,Empty,Empty
448,GS09P03KTC0054,4740,0,$0,0%
449,GS05P08SEC0003,4740,0,$0,0%
450,FA813719CA011,5700,Empty,Empty,Empty
451,GS05P09SLC0030,4740,0,$0,0%
452,GS03P04QNC0134,4740,0,$0,0%
453,V246C00188,3600,0,$0,0%
454,W917PM07C0030,2100,Empty,Empty,Empty
455,VA248C0488,3600,0,$0,0%
456,GS09P16KTC7023,4740,,,
457,VA248C0068,3600,,,
458,VA249C1042,3600,Empty,Empty,Empty
459,N6945018C5652,1700,Empty,Empty,Empty
460,N4008024C0012,1700,Empty,Empty,Empty
461,GS03P09QPP0048,4740,Empty,Empty,Empty
462,YT000200308DGS11P03YTC0297,4740,Empty,Empty,Empty
463,N4008009C4405,1700,Empty,Empty,Empty
464,36C24923C0114,3600,Empty,Empty,Empty
465,GS11P12MAM0187,4740,0,$0,0%
466,VA262C0407,3600,,,
467,GS11P15YTC7015,4740,,,
468,N6274215C1303,1700,Empty,Empty,Empty
469,W912KZ14C0105,2100,,,
470,N0042124C0047,1700,Empty,Empty,Empty
471,36E77619C0014,3600,0,$0,0%
472,W911KB04C0027,2100,,,
473,GS00P08CYP0251,4740,0,$0,0%
474,GS01P10NLC0038,4740,0,$0,0%
475,GS11P10MAM0329,4740,0,$0,0%
476,W91B4M09C4129,2100,0,$0,0%
477,W91B4M09C4048,2100,0,$0,0%
478,W5J9LE11C0032,2100,0,$0,0%
479,W91B4N13C5000,2100,Empty,Empty,Empty
480,AG32SDC140046,12H2,Empty,Empty,Empty
481,VA101F15C0034,3600,Empty,Empty,Empty
482,47PK0920C0018,4740,Empty,Empty,Empty
483,GS11P09YEC0094,4740,Empty,Empty,Empty
484,DEAC0105LM00035,8900,Empty,Empty,Empty
485,36C77624C0009,3600,Empty,Empty,Empty
486,FA330009C0046,5700,Empty,Empty,Empty
487,W912QR10C0062,2100,Empty,Empty,Empty
488,GS05P11SMC0004,4740,Empty,Empty,Empty
489,ING10PC00101,1434,Empty,Empty,Empty
490,697DCK18C00082,6920,Empty,Empty,Empty
491,47PH0418C0002,4740,Empty,Empty,Empty
492,W9127S09C6013,2100,Empty,Empty,Empty
493,W917PM08C0080,2100,Empty,Empty,Empty
494,GS11P04YTC0303,4740,Empty,Empty,Empty
495,SLE20010C0008,1900,Empty,Empty,Empty
496,VA263RA0650,3600,Empty,Empty,Empty
497,GS11P06YTC0137,4740,Empty,Empty,Empty
498,GS03P06DXC0033,4740,Empty,Empty,Empty
499,GS04P10EXC0107,4740,Empty,Empty,Empty
500,AG4283C110011,12C2,Empty,Empty,Empty
501,36C25918C0257,3600,Empty,Empty,Empty
502,GS10P09XFC0018,4740,Empty,Empty,Empty
503,VA241P1734,3600,Empty,Empty,Empty
504,W917PM09C0057,2100,Empty,Empty,Empty
505,GS11P12YEC0012,4740,Empty,Empty,Empty
506,36C25524C0064,3600,Empty,Empty,Empty
507,W9124M09C0029,2100,Empty,Empty,Empty
508,DOLJ129E33782,1605,Empty,Empty,Empty
509,GS06P17TEC0013,4740,,,
510,W9124Q09C0514,2100,0,$0,0%
511,47PK0524C0005,4740,,,
512,GS09P09WMC0015,4740,,,
513,N6945010C6849,1700,Empty,Empty,Empty
514,W9115110C0146,2100,Empty,Empty,Empty
515,GS11P14MKM0031,4740,Empty,Empty,Empty
516,GS09P08WKC0044,4740,,,
517,GS02P06PWC0002,4740,Empty,Empty,Empty
518,NGA06749DK09,3355,Empty,Empty,Empty
519,GS10P06XAC3020PS01,4740,,,
520,VA25612C0308,3600,,,
521,GS02P09PVC0039,4740,0,$0,0%
522,FA810116C0020,5700,Empty,Empty,Empty
523,GS02P02DTC0031,4740,0,$0,0%
524,V553C980,3600,0,$0,0%
525,VA262C0182,3600,Empty,Empty,Empty
526,INA17PC00096,1450,,,
527,00200200307D200200301565,7523,0,$0,0%
528,W911KB17C0022,2100,,,
529,W9124720C0039,2100,Empty,Empty,Empty
530,36C24218C0195,3600,0,$0,0%
531,36C25620C0153,3600,Empty,Empty,Empty
532,HSCG4216N5CV451,7008,,,
533,AG9702C100102,12C2,,,
534,GS04P15BVC7003,4740,0,$0,0%
535,W912DS18C0028,2100,,,
536,47PF0018C0053,4740,,,
537,W15QKN17C1072,2100,0,$0,0%
538,VA244C1136,3600,,,
539,W912DR10C0111,2100,0,$0,0%
540,W912DY22C0061,2100,,,
541,W9128A19C0009,2100,Empty,Empty,Empty
542,W911YP10C2202,2100,0,$0,0%
543,GS04P11EXC0117,4740,,,
544,AG447UC070067,12C2,0,$0,0%
545,GS09P14WFC0048,4740,0,$0,0%
546,W912DR09C0018,2100,,,
547,70B01C23C00000097,7014,,,
548,36C24419C0197,3600,0,$0,0%
549,W5J9LE12C0009,2100,0,$0,0%
550,VA250C0675,3600,0,$0,0%
551,VA241C1227,3600,0,$0,0%
552,VA263C0364,3600,Empty,Empty,Empty
553,GS08P09VEP0024,4740,0,$0,0%
554,36C24919C0193,3600,Empty,Empty,Empty
555,GS04P10EXC0124,4740,,,
556,INPC6019070001,1443,,,
557,36C24919C0207,3600,0,$0,0%
558,W912BV06C2003,2100,Empty,Empty,Empty
559,47PE0119C0018,4740,,,
560,W912PP23C0020,2100,,,
561,V636A6C672,3600,0,$0,0%
562,INPC5260080004,1443,Empty,Empty,Empty
563,N3319111C1702,1700,Empty,Empty,Empty
564,W91QV113C0114,2100,0,$0,0%
565,140P4323C0013,1443,,,
566,VA24312C0156,3600,0,$0,0%
567,SMD70010C0005,1900,,,
568,W5J9JE11C0070,2100,,,
569,12405B23C0008,12H2,Empty,Empty,Empty
570,W911YP04C0007,2100,Empty,Empty,Empty
571,AG94TZC080038,12C2,Empty,Empty,Empty
572,W912DY16C0084,2100,Empty,Empty,Empty
573,W912DR04C0047,2100,Empty,Empty,Empty
574,36C24419C0165,3600,Empty,Empty,Empty
575,47PK1221C0005,4740,Empty,Empty,Empty
576,VA251C0098,3600,0,$0,0%
577,36C24922C0038,3600,0,$0,0%
578,W912QR24C0031,2100,0,$0,0%
579,W912PX09C0007,2100,0,$0,0%
580,FA667516C0003,5700,Empty,Empty,Empty
581,W50S6N22C0001,2100,,,
582,W9126G16C0062,2100,0,$0,0%
583,GS11P09ZGC0144,4740,0,$0,0%
584,GS11P09YTC0409,4740,,,
585,GS09P13NPC0007,4740,Empty,Empty,Empty
586,GS09P09KZC0025,4740,Empty,Empty,Empty
587,47PK0620C0016,4740,Empty,Empty,Empty
588,W912JM06C0022,2100,Empty,Empty,Empty
589,VA243C0513,3600,Empty,Empty,Empty
590,70Z08319CPAT00200,7008,,,
591,GS04P05RAC0076,4740,Empty,Empty,Empty
592,W9124Q06C0183,2100,Empty,Empty,Empty
593,GS11P16YTC7150,4740,Empty,Empty,Empty
594,W917BG07C0132,2100,Empty,Empty,Empty
