Contract ID,NAICS,Date Signed,Contracting Agency ID,PSC,Region,Business Entity ID,Action Obligation ($),Modification Count,Total Modified Action Obligation ($),Competition Type,Bids
FA460006C0004,236220,2006-03-15,5700,Z111,West,HE7SLBYD2QR7,630679,0,0,Restricted,1
N4008014C0502,236220,2014-03-21,1700,Z2EA,Northeast,RES1LYVP8ZK4,1535012,1,11829,Open,""
HSCG8305C3WF081,236220,2005-02-17,7008,Z111,Southeast,D99PQ68JZ8N3,161167,4,17426,Open,""
N6247310C2023,236220,2010-09-30,1700,Z199,West,VMLEJ5KNB2M9,791615,1,168277,Open,""
FA446010C0023,236220,2010-09-26,5700,Z111,Southeast,WQQRBMGKAKL4,1800965,5,165622,Open,3
N4425519C8002,236220,2019-06-29,1700,Z2BD,West,J7EMDTWALNL8,1919152,1,0,Open,""
FA440709C0025,236220,2009-09-30,5700,Z111,Midwest,E2LNTGNM1968,100000,2,0,Restricted,1
SP470218C0513,236220,2018-08-29,97AS,Z2AA,Midwest,SSWCPRMJLCC8,124581,2,31277,Open,""
FA446005C0001,236220,2005-06-23,5700,Z199,Southwest,WC7YV2FLQEK5,140825,0,0,Restricted,1
N4008008C0522,236220,2008-06-09,1700,Y139,Southeast,KM1KVDZ8JUF9,1447994,1,27266,Open,""
F4161203C0037,236220,2003-09-30,5700,Z199,Southwest,FPB3FH8AH4A1,140000,0,0,Restricted,1
FA813722C0040,236220,2022-08-18,5700,Z2QA,Southwest,D56MUMNUV8S5,1146657,1,0,Restricted,1
N4008016C0159,236220,2016-09-23,1700,Y1AZ,Northeast,M569XA2M8NY8,8435910,10,1069164,Open,""
N4008008C0154,236220,2008-05-05,1700,Y192,Southeast,SZKNP57U5UK3,24686000,31,3637842,Open,""
N6945020C0026,236220,2020-05-14,1700,Z2AA,Southeast,U653PUNVD3W5,503900,0,0,Open,""
N3319113C1203,236220,2013-04-01,1700,Y1DZ,Southeast,LN9PU5M2YZN5,443666,0,0,Open,""
FA670323C0003,236220,2023-09-21,5700,Z2AA,Southeast,L5N7JR8DF9G2,1059800,5,0,Open,2
N4008012C3049,236220,2012-09-28,1700,Y1AZ,West,ULMPN2X7TJC6,631396,2,0,Open,""
FA252108C0050,236220,2008-09-19,5700,Z249,Southeast,NPRHJXMJ1JS4,980638,3,44576,Restricted,1
N4008007C0151,236220,2007-09-28,1700,Y199,Southeast,KCTUWL7CSM15,44335000,46,2823249,Open,""
N4008509C7010,236220,2009-05-08,1700,Y199,Northeast,L9GYSHLNL7T4,11585635,9,1112415,Open,""
N6945014C3062,236220,2014-01-08,1700,Z2JZ,Southwest,MLNMSPH8KDW5,612460,2,57325,Open,""
