Contract ID,NAICS,Date Signed,Contracting Agency ID,PSC,Region,Business Entity ID,Action Obligation ($),Modification Count,Total Modified Action Obligation ($),Competition Type,Bids
N3319111C1704,236220,2010-10-25,1700,Y169,Southeast,LN9PU5M2YZN5,195942,2,14264,Open,""
DOLETA16C0055,236220,2016-06-14,1630,C1KZ,Midwest,DMG2MMNMUK46,1049830,6,19573,Open,""
FA449718C0012,236220,2018-05-21,5700,Z2FB,Southeast,KJETFRQ3TW77,241586,4,110,Restricted,1
FA850114C0036,236220,2014-09-15,5700,Y1EB,Southeast,KQ5SMFX2HVB1,3839796,1,0,Restricted,1
FA461012C0014,236220,2012-08-30,5700,Z2JZ,West,WZEGGWJ4L6D7,61443,2,0,Restricted,1
FA252124C0026,236220,2024-09-03,5700,Z2AA,Southeast,FEHPVWSE68U3,226722,1,0,Restricted,1
N6247317C0812,236220,2017-05-17,1700,Z2AA,West,S816XZESSNB9,2805099,5,379621,Open,""
FA940104C0010,236220,2004-08-06,5700,Z112,Southwest,Y1FQJ2GMX6K6,18761,0,0,Restricted,1
FA460808C0008,236220,2008-09-25,5700,Z119,Southeast,HQPFN2WYJQK4,3418392,7,307595,Restricted,1
HQ051612C0010,236220,2012-07-27,97F1,Y1EZ,Southeast,F5D6DK6NZGX5,540315,3,85973,Open,""
N6247317C3406,236220,2017-09-01,1700,Z2BA,West,Y4MNS7V31HJ5,3999706,11,986457,Open,""
FA446022C0002,236220,2022-09-14,5700,Z2GZ,Southeast,TF4HZ6PB8GC6,1424470,13,16704,Restricted,1
FA462620C0017,236220,2020-03-11,5700,Z2BZ,West,KR5GU7KUBPY4,15077162,9,696760,Open,5
N4008506C2278,236220,2006-04-07,1700,Z299,Northeast,HXMJA2V68HC3,162319,1,9872,Open,""
FA441714C0023,236220,2014-08-06,5700,Z2PA,Southeast,M1WSGZRJMNS3,191342,2,0,Open,4
N4425512C3010,236220,2012-06-29,1700,Z2FC,West,NKABYQJX6GD7,19176548,12,265207,Open,""
N3319108C0245,236220,2008-09-30,1700,Y125,Southeast,LN9PU5M2YZN5,47000,2,25000,Open,""
